Uber Distance (mi),cab_type,time_stamp,destination,source,Uber Price,Uber Surge Multiplier,id,product_id,name
0.92,Uber,1.54348E+12,North Station,North End,,1,018a3733-12eb-4857-8ed9-668234a6d90e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.92,Uber,1.54347E+12,North Station,North End,26.5,1,68bb5774-d343-462f-ba5c-99a2a93c0633,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.92,Uber,1.54342E+12,North Station,North End,8,1,7e9fca7b-c242-4524-91d9-be37c33f4142,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.92,Uber,1.54325E+12,North Station,North End,12,1,87c0e0a3-edd1-4093-87e1-71ec2ab0bde0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.92,Uber,1.54343E+12,North Station,North End,8,1,a4f36cf6-d9d7-4876-8639-7e36615bc81e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.92,Uber,1.5437E+12,North Station,North End,16,1,acbda245-5556-43f6-ab72-01f9b3fd0aab,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.92,Uber,1.54475E+12,North Station,North End,6.5,1,ea0ae1ee-6b5d-43e9-8afc-583000938963,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.04,Uber,1.5439E+12,Financial District,North End,8,1,0055657c-bf82-4f9f-a2f2-0ceaeb05bd9a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.04,Uber,1.54493E+12,Financial District,North End,,1,317f8d83-2bdf-42dd-a5d7-149bdc6bc376,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.04,Uber,1.54347E+12,Financial District,North End,8,1,73ef3665-dab4-4424-94bf-1fd5584fbdd0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.04,Uber,1.54388E+12,Financial District,North End,27.5,1,a979f79c-6dab-4b59-8cdb-3eb7f517d3c7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.04,Uber,1.54507E+12,Financial District,North End,11.5,1,ac7bc392-5658-405b-b795-a89ae54bcf41,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.04,Uber,1.5434E+12,Financial District,North End,15,1,c58f4015-4122-416c-b8bb-8ebd67590999,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.04,Uber,1.54374E+12,Financial District,North End,8,1,f067152c-abde-4f10-9de8-3cb838ede44c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.59,Uber,1.54365E+12,Beacon Hill,Northeastern University,8.5,1,366bcd5f-b7a3-4f03-a0ec-ea2eccc87b23,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.59,Uber,1.54344E+12,Beacon Hill,Northeastern University,31.5,1,432a0140-7701-4156-ac35-7b9bd186af9d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.59,Uber,1.54343E+12,Beacon Hill,Northeastern University,23,1,547ff24d-6eeb-4dad-922b-102b73fc8a5b,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.59,Uber,1.54334E+12,Beacon Hill,Northeastern University,,1,853eb84d-244c-4a54-b89e-566f1d6623a2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.59,Uber,1.54342E+12,Beacon Hill,Northeastern University,16,1,91266821-16e3-4ea4-b2a5-e66bf6eaa0f1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.59,Uber,1.54475E+12,Beacon Hill,Northeastern University,11,1,c30d4152-c96d-4ab1-9b4d-45bc9809c145,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.59,Uber,1.54483E+12,Beacon Hill,Northeastern University,11,1,feff58ab-85c3-4a54-bcfb-937cc3dc8826,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.34,Uber,1.54351E+12,Fenway,Back Bay,6.5,1,1f727930-e898-43d4-8887-04a6a1f79f0a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.34,Uber,1.54483E+12,Fenway,Back Bay,,1,370f3ec6-b0d8-491e-b8fc-e58b0d799cb5,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.34,Uber,1.54386E+12,Fenway,Back Bay,12.5,1,67f6b942-9b85-4568-8800-3827b1c9060b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.34,Uber,1.54351E+12,Fenway,Back Bay,8.5,1,74a265e1-b627-4d67-a520-3e9fb3045d06,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.34,Uber,1.54331E+12,Fenway,Back Bay,15,1,df15b555-aab0-49aa-87f5-790f5c13c4ef,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.34,Uber,1.54366E+12,Fenway,Back Bay,23,1,e0e1db06-1c43-41dc-b33d-20b12d9bfc61,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.34,Uber,1.54511E+12,Fenway,Back Bay,8.5,1,f86a04c8-7224-46b0-8b6d-af3b44f7110b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.23,Uber,1.54324E+12,Haymarket Square,Beacon Hill,6.5,1,2c6c1132-b337-405a-aaea-7bfec2b32b4f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.23,Uber,1.54482E+12,Haymarket Square,Beacon Hill,,1,39275f11-cb2a-4f76-8fde-d27f1c0a9318,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.23,Uber,1.54468E+12,Haymarket Square,Beacon Hill,7,1,6bc8f366-6976-40e2-94bf-0bf11df7545f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.23,Uber,1.54336E+12,Haymarket Square,Beacon Hill,7,1,818584d4-e051-4337-a7a7-b5e025281d59,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.23,Uber,1.5434E+12,Haymarket Square,Beacon Hill,16,1,88d2e118-bc34-4497-80c3-08a85cbab2c1,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.23,Uber,1.54388E+12,Haymarket Square,Beacon Hill,12,1,b19757bf-3a4d-4626-a4e6-a750e11cd49b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.23,Uber,1.54496E+12,Haymarket Square,Beacon Hill,26,1,c7ad8641-320c-4996-ac54-d6792030e5fc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.67,Uber,1.54496E+12,Beacon Hill,North End,9,1,29372d3a-adf2-4687-8836-669e02884524,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.67,Uber,1.54474E+12,Beacon Hill,North End,9.5,1,2cfcb1e0-c104-4109-9b98-437864d90a81,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.67,Uber,1.54348E+12,Beacon Hill,North End,31.5,1,94567dc8-4ff2-448c-a56e-a335369af898,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.67,Uber,1.54492E+12,Beacon Hill,North End,20.5,1,9c8012a3-81c7-49d5-a1b0-ec01392badbd,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.67,Uber,1.5434E+12,Beacon Hill,North End,15,1,aaafb7d1-f9d9-4bbd-a88e-d71b133a9386,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.67,Uber,1.54379E+12,Beacon Hill,North End,9.5,1,af208181-d10e-4f9c-ae0d-5fff1920b842,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.67,Uber,1.54329E+12,Beacon Hill,North End,,1,c2be7d4e-95b2-4ccd-8721-833aceb76600,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.35,Uber,1.54325E+12,Beacon Hill,Haymarket Square,9.5,1,15263b5e-e9d9-4156-ba82-89bcf878ea10,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.35,Uber,1.54345E+12,Beacon Hill,Haymarket Square,14,1,25918d82-5c4e-48bf-9d2d-70031767952e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.35,Uber,1.54511E+12,Beacon Hill,Haymarket Square,9.5,1,26367da7-a7dc-46bb-918f-55066a537447,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.35,Uber,1.54323E+12,Beacon Hill,Haymarket Square,9,1,777472a8-16f6-4559-a2c1-a9941b1e0f85,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.35,Uber,1.54342E+12,Beacon Hill,Haymarket Square,,1,84850d30-95fe-4442-801d-aeff62d8133d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.35,Uber,1.54492E+12,Beacon Hill,Haymarket Square,28,1,c54004c7-601e-4edb-9579-2a6b68a7e541,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.35,Uber,1.5433E+12,Beacon Hill,Haymarket Square,17.5,1,f286e47d-0314-4cf3-a457-8cfb077e5f88,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.72,Uber,1.54331E+12,Financial District,Boston University,15,1,25507a6a-0975-430f-8a42-a9c84266d49b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.72,Uber,1.54497E+12,Financial District,Boston University,,1,55eb3a83-9e6a-46ed-920f-ed08019f1786,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.72,Uber,1.54359E+12,Financial District,Boston University,29.5,1,84c242d5-d6e5-4a49-9dc4-e383a107117c,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.72,Uber,1.54491E+12,Financial District,Boston University,45,1,ad724977-b0fe-4420-be64-d81ffad9f06c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.72,Uber,1.54326E+12,Financial District,Boston University,9.5,1,eadfe3b3-9b8f-499d-90f8-bcf838f7f25c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
4.72,Uber,1.545E+12,Financial District,Boston University,24,1,f7c5df87-f2fc-4d0d-9c26-7badd5ee0a01,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.72,Uber,1.54345E+12,Financial District,Boston University,15,1,feb2ed24-0e72-4560-9610-e4126e7e27a6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.37,Uber,1.54323E+12,Northeastern University,North Station,18.5,1,224730fa-06f6-40b3-b71d-3d586a82ab1b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.37,Uber,1.54381E+12,Northeastern University,North Station,,1,577a9ff5-7eda-41e2-a768-64a37f6cb62f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.37,Uber,1.54325E+12,Northeastern University,North Station,25,1,7d9d59e0-f0e1-4ef1-a246-720ee0dbad99,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.37,Uber,1.5433E+12,Northeastern University,North Station,9.5,1,8ee982e6-a5ac-4274-9b0a-25339fd6a234,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.37,Uber,1.5448E+12,Northeastern University,North Station,9.5,1,96f82efe-62aa-4f50-9cf5-2ef05b9242a7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.37,Uber,1.54496E+12,Northeastern University,North Station,31.5,1,ae7f76ed-cfd6-4a62-86e1-540a905fb533,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.37,Uber,1.54363E+12,Northeastern University,North Station,10,1,e8d1ca1f-3093-4f91-b342-a087bb933a5b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.22,Uber,1.5434E+12,Northeastern University,Back Bay,7.5,1,14e52457-6a2d-4fa0-982e-d30c0b382c57,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.22,Uber,1.54495E+12,Northeastern University,Back Bay,7.5,1,247a66a1-c780-498f-ab95-65461110277c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.22,Uber,1.54368E+12,Northeastern University,Back Bay,14.5,1,2a69530a-4fce-483f-a64c-c634c2bfc6bc,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.22,Uber,1.54377E+12,Northeastern University,Back Bay,23,1,ca85d351-ad9c-413b-8977-6345d90d5df1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.22,Uber,1.54492E+12,Northeastern University,Back Bay,11.5,1,da945e3c-ca3a-471f-9d2d-b054047be396,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.22,Uber,1.54332E+12,Northeastern University,Back Bay,,1,db220bcc-fd04-4d78-8b75-75b4c54149a2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.22,Uber,1.54356E+12,Northeastern University,Back Bay,7.5,1,ee2bff1b-5a10-42b1-abe3-67721f758aad,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.8,Uber,1.54476E+12,Northeastern University,Theatre District,10.5,1,0756015d-2c78-4b95-9570-b72a34207853,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.8,Uber,1.54486E+12,Northeastern University,Theatre District,10.5,1,51e4e47d-62ec-4475-babe-d2e982deeff1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.8,Uber,1.54474E+12,Northeastern University,Theatre District,16,1,553ed9da-ecbe-494a-a830-34a3c7d5487a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.8,Uber,1.54383E+12,Northeastern University,Theatre District,,1,624e31b8-5728-484e-b4a6-ef5a70c9f926,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.8,Uber,1.54495E+12,Northeastern University,Theatre District,10,1,69599cad-fd5e-424f-891c-7b9f0418bf7a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.8,Uber,1.54494E+12,Northeastern University,Theatre District,29.5,1,6bdd6955-92f1-4cd7-85bd-5a975d822a63,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.8,Uber,1.54343E+12,Northeastern University,Theatre District,19.5,1,b35c3be1-ff5a-433e-9a41-698422601c94,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.98,Uber,1.54341E+12,North End,West End,10.5,1,000baa63-5e1c-4f9d-891c-e4e78e830199,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.98,Uber,1.54384E+12,North End,West End,27.5,1,168757ef-395b-4461-8a38-d8c84a7068e4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.98,Uber,1.54351E+12,North End,West End,7,1,1bc3d218-cfb5-4411-8c93-df88bb4591ed,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.98,Uber,1.54494E+12,North End,West End,15,1,3c9c06c1-ee91-4316-a1cc-8e64bd901ac1,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.98,Uber,1.54378E+12,North End,West End,,1,ac00afa2-fe57-4571-ad52-4c8a3b1ffef6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.98,Uber,1.54494E+12,North End,West End,7,1,c23e3cd9-a755-40e8-a6e3-d6ee8604ec05,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.36,Uber,1.54491E+12,Beacon Hill,Haymarket Square,16,1,430e25ca-4896-422b-9ccf-8dabe9bc8967,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.36,Uber,1.5451E+12,Beacon Hill,Haymarket Square,8.5,1,459b5fcc-1949-4d0b-8af5-2ce6295c7812,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.36,Uber,1.54502E+12,Beacon Hill,Haymarket Square,,1,4f623808-02e3-45a8-812c-b5bb28f3b90b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.36,Uber,1.54506E+12,Beacon Hill,Haymarket Square,8.5,1,5fe61cd1-8f8a-4e4c-a92e-d76de3675782,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.36,Uber,1.54335E+12,Beacon Hill,Haymarket Square,27.5,1,7a55dbbc-8c75-4720-b39d-c393b3b9c08d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.36,Uber,1.54327E+12,Beacon Hill,Haymarket Square,12.5,1,99062071-1b72-4293-92e8-be0c9713b6b5,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.36,Uber,1.54514E+12,Beacon Hill,Haymarket Square,8.5,1,e5bac7d2-7754-4a8a-8bb6-06446551fb10,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.53,Uber,1.54335E+12,Back Bay,South Station,33.5,1,613f6c9d-7d74-4492-888a-f6438891c8a8,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.53,Uber,1.5448E+12,Back Bay,South Station,10.5,1,9707a523-d26a-4d11-ba11-1bc82cab81c0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.53,Uber,1.54496E+12,Back Bay,South Station,9,1,9fa7b39d-0c4e-4baf-b367-3df4fddaf5d5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.53,Uber,1.54359E+12,Back Bay,South Station,10.5,1,c85532ee-cfe5-4180-b7ed-c157dfc00462,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.53,Uber,1.5444E+12,Back Bay,South Station,23.5,1,cd41c894-4e90-420f-beda-5e2c017f7026,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.53,Uber,1.54342E+12,Back Bay,South Station,,1,e6614e2a-2e1e-4397-a2b2-613f8d321af7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.53,Uber,1.54345E+12,Back Bay,South Station,17,1,f0516226-5ada-41c2-85a8-be774d6ff4e2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1.54494E+12,Boston University,West End,,1,3398840e-b32c-41a6-9f3f-e95ceb054088,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.8,Uber,1.54327E+12,Boston University,West End,29.5,1,4b016335-60a2-4f84-9fc9-e40bd7eea0ab,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.8,Uber,1.54342E+12,Boston University,West End,9.5,1,586b48ef-850f-4932-95dc-78a8e2727edc,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.8,Uber,1.54487E+12,Boston University,West End,17,1,5ea8685c-a0cc-4821-9242-6aa567c3265f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1.54371E+12,Boston University,West End,22.5,1,62e7f871-d71f-469d-b477-465428dd13fd,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.8,Uber,1.54377E+12,Boston University,West End,10,1,6e458dbd-34f9-49b3-9cad-938435689919,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.8,Uber,1.5435E+12,Boston University,West End,9.5,1,fa4aa0af-0eb2-49ad-9a33-939c4cf04e58,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.3,Uber,1.54361E+12,Theatre District,South Station,21.5,1,25dce2c1-cc4d-4811-8e78-9934ad63400d,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.3,Uber,1.54489E+12,Theatre District,South Station,22,1,2db6493a-68d3-4243-875a-37bea7175acf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.3,Uber,1.54343E+12,Theatre District,South Station,13.5,1,632abb01-2923-4c35-ab80-475cfab95e05,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.3,Uber,1.54368E+12,Theatre District,South Station,13.5,1,6434f5eb-257d-40c9-bfac-5a007fd4a709,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.3,Uber,1.54485E+12,Theatre District,South Station,,1,b9046e88-51c3-4247-b062-6cc758432379,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.3,Uber,1.54506E+12,Theatre District,South Station,33,1,d0dccbac-2d07-42c2-8aac-99cf4b536709,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.3,Uber,1.54346E+12,Theatre District,South Station,9,1,ef0fa37a-82bd-42d3-87e4-548eedcec3c4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.34,Uber,1.54344E+12,Back Bay,Northeastern University,8.5,1,3440e5e5-e623-4d97-973d-4b5e1708e163,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.34,Uber,1.54471E+12,Back Bay,Northeastern University,8.5,1,88cee263-77d5-490f-b283-b1b8b3485652,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.34,Uber,1.54353E+12,Back Bay,Northeastern University,17,1,b2d1d644-58a8-4b5a-819e-4464383d9442,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.34,Uber,1.5448E+12,Back Bay,Northeastern University,8.5,1,c59fc831-095a-42d0-97bd-6c9b31f94f17,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.34,Uber,1.54359E+12,Back Bay,Northeastern University,12,1,ca372ecd-34d3-4353-9249-2bb8079baf5d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.34,Uber,1.54376E+12,Back Bay,Northeastern University,,1,ef978434-d711-4b41-8752-8f1a137f606f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.34,Uber,1.54365E+12,Back Bay,Northeastern University,26.5,1,f53fbdbf-98f3-43f4-b75f-07e34096a0af,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.99,Uber,1.54487E+12,Financial District,Haymarket Square,,1,38b96a69-0ffe-44df-8fdb-52c46c0fa60f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.99,Uber,1.54373E+12,Financial District,Haymarket Square,7.5,1,799842f7-c439-427b-a513-cf4eb8c8fbdb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.99,Uber,1.54331E+12,Financial District,Haymarket Square,16,1,8d694985-ccb5-4304-9b59-b9b92717f987,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.99,Uber,1.54484E+12,Financial District,Haymarket Square,26.5,1,a29cded8-d756-4e90-b121-2515486057c0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.99,Uber,1.54473E+12,Financial District,Haymarket Square,7.5,1,abbe67d4-13c6-4aff-a937-b5db640dde1d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.99,Uber,1.54326E+12,Financial District,Haymarket Square,12,1,bb3e04dc-eac6-4597-a962-56b29788cb93,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.99,Uber,1.54515E+12,Financial District,Haymarket Square,6.5,1,c136988b-cd4c-446e-9f30-f02b2f4e19b6,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.72,Uber,1.54503E+12,West End,Fenway,31.5,1,315f053c-6d79-4f9f-b6ec-f0a7922af9d8,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.72,Uber,1.54468E+12,West End,Fenway,21.5,1,42d83454-8192-4d28-bc02-5fd61928165a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.72,Uber,1.54345E+12,West End,Fenway,19,1,74dfb348-e3a7-430f-a728-38514615c2e7,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.72,Uber,1.54391E+12,West End,Fenway,11.5,1,c52464ba-bc02-47fe-8bdd-d5ef6f075681,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.72,Uber,1.54331E+12,West End,Fenway,,1,ce89fd62-7bff-4b3d-adc1-8b2c075d5811,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.72,Uber,1.54505E+12,West End,Fenway,11.5,1,da15f05e-3369-4f49-a625-533adb457c75,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.72,Uber,1.54341E+12,West End,Fenway,11.5,1,e85df4ab-167e-43c7-a354-4a5dd0fa5548,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.58,Uber,1.54358E+12,Financial District,Northeastern University,12.5,1,232239ab-2f38-4b38-8241-4f3c892892ed,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.58,Uber,1.54374E+12,Financial District,Northeastern University,38.5,1,85b3486a-c147-4e37-9219-eebe7a635f1a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.58,Uber,1.54342E+12,Financial District,Northeastern University,30.5,1,b7100dcc-5e45-4c01-bf39-93504f231945,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.58,Uber,1.54374E+12,Financial District,Northeastern University,20.5,1,be84614e-bfb0-44c6-9eb7-b6583281baea,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.58,Uber,1.54506E+12,Financial District,Northeastern University,12.5,1,c09b0af8-828a-46e0-962a-cecc7c98e551,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.58,Uber,1.54357E+12,Financial District,Northeastern University,,1,d9c2b571-e751-4464-9649-6bb557d1c91b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.58,Uber,1.54347E+12,Financial District,Northeastern University,11,1,f67e6f2f-eb2f-4c82-9fef-1be814829b0e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.23,Uber,1.54481E+12,North End,West End,26,1,0659c08b-e90d-47de-81ac-7e59ccd80344,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.23,Uber,1.54323E+12,North End,West End,,1,18766c1d-43ac-452a-95f2-e61855ad154b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.23,Uber,1.54469E+12,North End,West End,17.5,1,22c28cfa-6ba8-4873-a884-90f0d94d68d4,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.23,Uber,1.54511E+12,North End,West End,8.5,1,35381b29-2468-4e28-a5ab-c98d4a19a1c8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.23,Uber,1.54497E+12,North End,West End,7,1,89606f10-8164-41f3-9f97-75f525f40946,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.23,Uber,1.5451E+12,North End,West End,13,1,9b5ba993-9329-45ba-a7eb-a3f8d4a3b542,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.23,Uber,1.54489E+12,North End,West End,8.5,1,c491d499-2b9b-4b2c-8b40-95d688fe903e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.62,Uber,1.54342E+12,West End,Haymarket Square,10.5,1,1d8c9b75-0b1a-4a3e-ac30-9b3af5756bfb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.62,Uber,1.5433E+12,West End,Haymarket Square,26,1,41c7f25b-03ae-4977-ad8d-70223f23b451,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.62,Uber,1.54346E+12,West End,Haymarket Square,7.5,1,5c8ded81-a2e3-4130-b469-df8bc730d922,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.62,Uber,1.54468E+12,West End,Haymarket Square,16,1,7ef7e594-860d-4daa-b15c-15b17353d5de,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.62,Uber,1.5436E+12,West End,Haymarket Square,,1,9add8ec7-a117-4798-aa62-d184e2113a42,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.62,Uber,1.54478E+12,West End,Haymarket Square,5.5,1,b42ae08e-b9c7-4fd9-bb1e-86e8cb15b0a8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
